country,customer,deadline,description,number,price,url_addr
BLR,"Учреждение ""Брестское областное управление МЧС Республики Беларусь""",2020-03-19,"текущий ремонт пола помещений ПАСП №11 Брестского РОЧС по адресу: д.Вистычи, ул.Юбилейная, 1, Брестский р-н.",2020-792117,8 725,http://www.icetrade.by/tenders/all/view/792117
BLR,"Государственное предприятие ""УКС Новогрудского района""",2020-03-20,Выполнение проектно-изыскательских работ по объекту: «Устройство тротуаров и ограждения по ул. Красноармейской в г.п. Козловщина».,2020-793049,10 000,http://www.icetrade.by/tenders/all/view/793049
BLR,"Республиканское производственное унитарное предприятие ""Гомельоблгаз""",2020-03-20,"«Модернизация административного здания ПУ «Жлобингаз» по ул. Северная, 13 в г. Жлобине»",2020-793048,461 358,http://www.icetrade.by/tenders/all/view/793048
BLR,"ТС по ул. Купревича, 1/1",2020-03-25,разработка проекта АВР,2020-792952,1 500,http://www.icetrade.by/tenders/all/view/792952
BLR,"ООО ""Аналог-Строй""",2020-03-24,"Закупка плит бетонных тротуарных, борта",2020-792951,100 000,http://www.icetrade.by/tenders/all/view/792951
BLR,"ОАО ""Мозырский НПЗ""",2020-03-26,Закупка запасных частей к вискозиметрам и смазывающим системам для ЦЗЛ (ООИП),2020-792740,62 100,http://www.icetrade.by/tenders/all/view/792740
BLR,"Открытое акционерное общество ""Электроаппаратура""",2020-04-02,Закупка провода ПНЭТ-ИМИДа,2020-792739,126 486.74,http://www.icetrade.by/tenders/all/view/792739
BLR,"ОАО ""Техника связи""",2020-03-17,комплект КИ для полумуфты аппаратной АП-2 и щитка вводного ВЩ-2М,2020-792526,37 000,http://www.icetrade.by/tenders/all/view/792526
BLR,"ОАО ""Морочь""",2020-03-27,закупка кутиватора универсального,2020-792525,0,http://www.icetrade.by/tenders/all/view/792525
BLR,"УО ""Полесский государственный университет""",2020-03-18,Приборы учёта и регулирования потребления тепла и горячей воды,2020-792325,3 780,http://www.icetrade.by/tenders/all/view/792325
BLR,"ОАО ""Могилевхимволокно""",2020-03-19,"SYNTHESIN SE 128 FILL  в количестве 6096кг.    или Setol AV-900FF в количестве 8382кг, или   препарация  Delion 4227 в количестве 8179 кг  и  Delion 4249в количестве 183кг.  или их аналоги",2020-792324,70 200,http://www.icetrade.by/tenders/all/view/792324
BLR,"ОАО ""Беларуськалий""",2020-03-24,Закупка нестандартного оборудования,2020-792116,0,http://www.icetrade.by/tenders/all/view/792116
BLR,"Государственное предприятие ""УКС города Гомеля""",2020-03-24,Балансировочный тренажер,2020-793047,25 000,http://www.icetrade.by/tenders/all/view/793047
BLR,"ОАО ""ВОЛАТАВТО""",2020-03-23,Закупка двигателя дизельного Mitsubishi S4Q2-61SDB с обвязкой (радиатор с патрубками) и альтернатора (генератора) Sincro SK160MB,2020-793046,45 656,http://www.icetrade.by/tenders/all/view/793046
BLR,Бобруйский городской исполнительный комитет,2020-03-30,Выбор исполнителя на оказание услуг по санитарному содержанию вспомогательных,2020-792950,186 438.84,http://www.icetrade.by/tenders/all/view/792950
BLR,"ОАО ""Борисовдрев""",2020-03-20,Закупка молока питьевого для всех подразделений и цехов ОАО «Борисовдрев».,2020-792949,52 600,http://www.icetrade.by/tenders/all/view/792949
BLR,"Государственное предприятие ""БЕЛКОМТЕХИНВЕСТ""",2020-05-08,"Реконструкция хозфекального коллектора на участке от ул. Федотова до КНС-5 в г. Пинске». 2, 3,4 очереди",2020-792737,0,http://www.icetrade.by/tenders/all/view/792737
BLR,"ОАО ""Завод ""Легмаш""",2020-03-19,Разработка бизнес-плана,2020-792736,4 000,http://www.icetrade.by/tenders/all/view/792736
BLR,"Государственное предприятие ""Жилищное коммунальное хозяйство Первомайского района г. Минска""",2020-03-27,"Конкурс №К-73/200 по выбору подрядной организации на выполнение работ по техническому обслуживанию систем пожарной сигнализации (СПС), противодымной защиты (ПДЗ) – 129 шт. и оповещения о пожаре и управления эвакуацией (СО)",2020-792524,78 100.07,http://www.icetrade.by/tenders/all/view/792524
BLR,"ОАО ""Белцветмет""",2020-03-25,выбор организации для выполнения работ по комплексному управлению строительной деятельностью и осуществлению технического надзора за строительством на объекте: «Модернизация фасадов здания производственного корпуса МПК ОАО «Белцветмет» в районе аг. Гатово»,2020-792523,0,http://www.icetrade.by/tenders/all/view/792523
BLR,"ООО ""ПРОСТОРИТЕЙЛ""",2020-03-20,"Услуга по ежемесячному техническому обслуживанию технологического оборудования СП, оборудования торгового зала, прессового оборудования в гипермаркетах ""Prostore""",2020-792323,0,http://www.icetrade.by/tenders/all/view/792323
BLR,"ОАО ""Клецкий мехзавод""",2020-04-02,Закупка оборудования,2020-792322,0,http://www.icetrade.by/tenders/all/view/792322
BLR,филиал РУП «Могилевэнерго» Инженерный центр,2020-03-20,Закупка услуг по проведению метрологического контроля (калибровке) эталонного трансформатора напряжения ТН(п)-6/10,2020-791909,1 000,http://www.icetrade.by/tenders/all/view/791909
BLR,"ОАО ""Слуцкий сахарорафинадный комбинат""",2020-03-23,Закупка вкладышей п/п для укрытия биг бегов,2020-792115,1 000,http://www.icetrade.by/tenders/all/view/792115
BLR,"ОАО ""Селекционно-гибридный центр ""Западный""",2020-04-01,"Закупка Шрот подсолнечный,соевый",2020-792114,729 800,http://www.icetrade.by/tenders/all/view/792114
BLR,"УП ""МИНГАЗ""",2020-03-19,выбор генпондрядной  организации для строительства объектов,2020-793045,61 701,http://www.icetrade.by/tenders/all/view/793045
BLR,Петриковский райисполком,2020-03-30,"Выполнение работ по текущему ремонту жилищного фонда, расположенного в г. Петрикове и населенных пунктах Петриковского района",2020-792948,110 910,http://www.icetrade.by/tenders/all/view/792948
BLR,"ОАО ""Крутогорье-Петковичи""",2020-03-24,закупка семян кукурузы в трех лотах,2020-792947,0,http://www.icetrade.by/tenders/all/view/792947
BLR,"ОАО ""ЛМЗ Универсал""",2020-03-20,Закупка поковок,2020-792735,0,http://www.icetrade.by/tenders/all/view/792735
BLR,"ОАО ""Гродненский мясокомбинат""",2020-03-19,Закупка разделочных досок для ККЦ.,2020-792734,2 920,http://www.icetrade.by/tenders/all/view/792734
BLR,"ОАО ""Техника связи""",2020-03-17,закупка микросхем,2020-792522,39 300,http://www.icetrade.by/tenders/all/view/792522
BLR,Университет гражданской защиты МЧС Республики Беларусь,2020-03-17,"Текущий ремонт сан. узлов 3-го, 4-го этажа корпуса «В» Университета гражданской защиты МЧС Беларуси, расположенного по адресу: г.Минск, ул.Машиностроителей, 25",2020-792521,12 864.78,http://www.icetrade.by/tenders/all/view/792521
BLR,"ООО ""Центр организации госзакупок""",2020-03-19,Шины,2020-792320,0,http://www.icetrade.by/tenders/all/view/792320
BLR,"ОАО ""МАПИД""",2020-04-13,"Выбор генподрядной организации для разработки проектной документации по объекту «Жилой микрорайон в районе п. Сонечный Минского района». Жилые дома №2.1, 2.2, 4.1, 4.2 по генплану.",2020-791908,213 427,http://www.icetrade.by/tenders/all/view/791908
BLR,"ОАО ""БЕЛЭЛЕКТРОМОНТАЖНАЛАДКА""",2020-03-17,Закупка модули коммуникационные,2020-791907,29 505,http://www.icetrade.by/tenders/all/view/791907
BLR,"ОАО ""МЗКТ""",2020-03-19,закупка инструмента Sandvik Coromant либо его аналоги,2020-792113,54 600,http://www.icetrade.by/tenders/all/view/792113
BLR,"ОАО ""Гомсельмаш""",2020-03-17,Закупка пантографных устроиств,2020-792112,20 250,http://www.icetrade.by/tenders/all/view/792112
BLR,"РУП ""Белоруснефть-Гомельоблнефтепродукт""",2020-03-23,услуги по аналитическому исследованию качества подземных вод,2020-793044,3 000,http://www.icetrade.by/tenders/all/view/793044
BLR,"Коммунальное производственное унитарное предприятие ""Гомельоблтеплосеть""",2020-03-19,Закупка работ для выполнения обследования и составления технического отчета (заключения) о строительных конструкциях зданий ЦТП по объектам,2020-792946,3 600,http://www.icetrade.by/tenders/all/view/792946
BLR,"КЖУП ""Гомельский райжилкомхоз""",2020-03-24,Выполнение предпроектных и проектных работ по объекту «Строительство станции обезжелезивания и артезианской скважины в н.п. Марковичи Гомельского района» 2-я очередь – строительство артезианской скважины,2020-792945,6 000,http://www.icetrade.by/tenders/all/view/792945
BLR,"СРУСП ""Новодевятковичи""",2020-03-30,"Средства Защиты растений препарат АДЕНГО, КС (Аналоги не рассматриваются)",2020-792733,67 200,http://www.icetrade.by/tenders/all/view/792733
BLR,"Государственное предприятие ""Жилищное коммунальное хозяйство № 1 Московского района г.Минска""",2020-03-20,Выполнение работ по текущему ремонту газонов на придомовых  территориях жилищного фонда,2020-792730,67 552.83,http://www.icetrade.by/tenders/all/view/792730
BLR,"ООО ""ПРОСТОРИТЕЙЛ""",2020-03-20,Закупка оборудования для продажи конфет и печенья.,2020-792520,20 000,http://www.icetrade.by/tenders/all/view/792520
BLR,"ОАО ""Житковичский торфобрикетный завод""",2020-04-02,Закупка экскаватора на гусеничном ходу для работы на торфяниках,2020-792519,0,http://www.icetrade.by/tenders/all/view/792519
BLR,"УП ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ МИНСКОГО МЕТРОПОЛИТЕНА""",2020-03-20,закупка приборов для обслуживания АТДП,2020-792319,76 078.80,http://www.icetrade.by/tenders/all/view/792319
BLR,"Государственное предприятие ""НИИ Белгипротопгаз""",2020-03-17,Закупка услуг по комплексной уборке внутренних помещений и прилегающей территории,2020-791705,56 000,http://www.icetrade.by/tenders/all/view/791705
BLR,УП «Проектный институт Брестгипрозем»,2020-03-17,Закупка автомобиля легкового пассажирского,2020-791906,42 000,http://www.icetrade.by/tenders/all/view/791906
BLR,"Государственное предприятие ""Витебский ДСК""",2020-03-17,водопровод ПП лот №1 лот трубы ПП и фасонные части к ним (водопровод); лот №2 кран шаровой для объектов строительства  «Жилой дом КПД №2 жилой застройки по ул. Якубовского в г. Орша».,2020-791905,12 000,http://www.icetrade.by/tenders/all/view/791905
BLR,"ОАО ""Орепичи""",2020-03-17,средства защиты растений,2020-792111,0,http://www.icetrade.by/tenders/all/view/792111
BLR,"Государственное предприятие ""УКС Новогрудского района""",2020-03-20,"Поставка кабельной продукции для объекта: ""Реконструкция здания цеха по острожке и сращиванию пиломатериалов со складом готовой продукции под цех по производству топливных гранул (пеллет) по адресу: Гродненская область, Новогрудский р-н, Ладеникский  сельский совет, 32/1,  юго-восточнее д. Малые Лезневичи».",2020-793043,64 500,http://www.icetrade.by/tenders/all/view/793043
BLR,"ОАО ""Молочный Мир""",2020-03-31,Полуприцеп цистерна для перевозки пищевых жидкостей,2020-793042,127 000,http://www.icetrade.by/tenders/all/view/793042
BLR,"ОАО ""Стройтрест № 3 Ордена Октябрьской революции""",2020-03-19,Закупка электрощитового оборудования,2020-792944,138 000,http://www.icetrade.by/tenders/all/view/792944
BLR,Петриковский райисполком,2020-03-30,Услуги по благоустройству,2020-792729,498 010,http://www.icetrade.by/tenders/all/view/792729
BLR,РИВШ,2020-03-18,"Работы по проведению текущего ремонта помещений №№ 212, 214, 215, 217, 218 общежития ГУО «Республиканский институт высшей школы», расположенного по адресу: г.Минск, ул.Московская, 15, с использованием материалов и оборудования подрядчика",2020-792518,58 000,http://www.icetrade.by/tenders/all/view/792518
BLR,"Витебский областной госпиталь инвалидов Великой Отечественной войны ""Юрцево""",2020-03-23,закупка работ по обследованию несущих конструкций здания,2020-792318,35 000,http://www.icetrade.by/tenders/all/view/792318
BLR,Энергомонтажный поезд,2020-03-19,Освещение ж/д станций,2020-792317,61 413.98,http://www.icetrade.by/tenders/all/view/792317
BLR,"Унитарное предприятие ""АзотСпецТранс""",2020-03-24,закупка машины для самозагрузки и транспортирования технической жидкости,2020-791704,0,http://www.icetrade.by/tenders/all/view/791704
BLR,"РУП ""БЕЛТЕЛЕКОМ""",2020-03-19,Закупка шкафов оптических и телекоммуникационных,2020-791904,31 220,http://www.icetrade.by/tenders/all/view/791904
BLR,"ОАО ""КЛЕЦКИЙ РАЙАГРОСЕРВИС""",2020-03-18,"Закупка протравителя ""Скарлет"", МЭ",2020-792110,0,http://www.icetrade.by/tenders/all/view/792110
BLR,ИНСТИТУТ ГЕНЕТИКИ И ЦИТОЛОГИИ НАН БЕЛАРУСИ,2020-03-19,закупка оборудования,2020-792109,171 864,http://www.icetrade.by/tenders/all/view/792109
BLR,"РУП ""Белтелеком"" Гродненский филиал",2020-03-23,переговоры: на выполнение геодезической исполнительной сьемки,2020-793041,7 744,http://www.icetrade.by/tenders/all/view/793041
BLR,"Коммунальное жилищное унитарное предприятие ""Мозырский райжилкомхоз""",2020-03-20,"закупка насосов, кранов шаровых, задвижек, труб ПП, цилиндров теплоизоляционных, счетчиков, КТР, фланцев, отводов, манометров",2020-793040,10 000,http://www.icetrade.by/tenders/all/view/793040
BLR,"ОАО ""Витебские ковры""",2020-03-18,закупка джутовой пряжи,2020-792943,350 000,http://www.icetrade.by/tenders/all/view/792943
BLR,"Унитарное предприятие ""Запад-Транснефтепродукт""",2020-03-20,Приведение к нормативному состоянию импульсных линий,2020-792942,0,http://www.icetrade.by/tenders/all/view/792942
BLR,"ОАО ""Гродно Азот""",2020-04-07,Закупка противогазов и комплектующих,2020-792727,0,http://www.icetrade.by/tenders/all/view/792727
BLR,"УП ""Столбцовское ОКС""",2020-03-23,Устройство уличного освещения пешеходной дорожки от ул.Мира до жилого дома №8 по ул.Центральная в г.Столбцы,2020-792726,6 000,http://www.icetrade.by/tenders/all/view/792726
BLR,"ОАО ""СТРОЙТРЕСТ №4""",2020-03-18,Переговоры по выбору поставщика дверных блоков комбинированных для объекта «Временный павильон для организации питания официальных участников II европейских игр 2019г. по ул. Чюрлениса в Студенческой деревне. 2 этап Универсальный спортивный комплекс».,2020-792517,63 336.84,http://www.icetrade.by/tenders/all/view/792517
BLR,РНПЦ эпидемиологии и микробиологии,2020-03-18,"Услуги по техническому обслуживанию, текущему ремонту, проведению метрологических работ и аттестации лабораторного оборудования",2020-792516,0,http://www.icetrade.by/tenders/all/view/792516
BLR,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",2020-03-17,"крестовина, обойма",2020-792316,50 000,http://www.icetrade.by/tenders/all/view/792316
BLR,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",2020-04-22,металлы основные и готовые металлические изделия,2020-792315,50 000 000,http://www.icetrade.by/tenders/all/view/792315
BLR,"РУП ""БЕЛТЕЛЕКОМ""",2020-03-17,"Переговоры на оказание инженерных услуг по выполнению технического надзора на объекте: «Замена грузопассажирского лифта в здании по адресу: г.Молодечно, ул.Великий Гостинец,58А».",2020-791489,99 017,http://www.icetrade.by/tenders/all/view/791489
BLR,"ОАО ""Беларуськалий""",2020-03-16,Закупка электродвигателя подъёма,2020-791703,0,http://www.icetrade.by/tenders/all/view/791703
BLR,"Унитарное предприятие""Гомельвторчермет""",2020-03-17,Кислород жидкий технический  первый сорт,2020-791702,61 560,http://www.icetrade.by/tenders/all/view/791702
BLR,"ОАО ""ЦЕНТРОЭНЕРГОМОНТАЖ""",2020-03-17,Закупка вводно-распределительного устройства,2020-791903,23 741.32,http://www.icetrade.by/tenders/all/view/791903
BLR,"ОАО ""КБ Радар"" - управляющая компания холдинга ""Системы радиолокации""",2020-03-17,"Закупка работы по разработке встраиваемого программного обеспечения для SDR платформы (Ettus USRP N310) на основе радиочастотного трансивера AD9371, необходимого для реализации алгоритмов цифровой обработки многоканального измерительного комплекса по оценке местоположения источников радиоизлучения с помощью РДМ с малой и средней базой (до 10 км) на основе разнесенного синхронного приема радиосигналов",2020-791902,0,http://www.icetrade.by/tenders/all/view/791902
BLR,"РУП ""Толочинский консервный завод""",2020-03-20,Закупка микроудобрений,2020-792108,0,http://www.icetrade.by/tenders/all/view/792108
BLR,"ГО ""Гомельмелиоводхоз""",2020-04-13,"выполнение проектно-изыскательских работ по объектам реконструкции мелиоративных систем,  а также водоподводящих каналов и гидротехнических сооружений Гомельской области",2020-792107,728 565,http://www.icetrade.by/tenders/all/view/792107
BLR,"Государственное предприятие ""УКС города Гомеля""",2020-03-24,Лампа настольная,2020-793039,100,http://www.icetrade.by/tenders/all/view/793039
BLR,"ОАО ""ВОЛАТАВТО""",2020-03-23,Закупка дизельного электроагрегата CN22MS,2020-793038,110 520,http://www.icetrade.by/tenders/all/view/793038
BLR,"СУ ""Спецэнерго"" ОАО ""Гроднопромстрой""",2020-03-27,Закупка кабельной продукции,2020-792941,0,http://www.icetrade.by/tenders/all/view/792941
BLR,"КУП ""Слуцкое ЖКХ""",2020-03-27,Выбор организации на закупку кровельного материала биполикрина,2020-792940,32 500,http://www.icetrade.by/tenders/all/view/792940
BLR,ЗАО Банк ВТБ (Беларусь),2020-03-26,Закупка систем хранения данных для виртуализации,2020-792725,0,http://www.icetrade.by/tenders/all/view/792725
