country,customer,deadline,description,number,price,url_addr
BLR,"РУП ""Гродноавтодор""",2019-07-19,"Работы по объекту капитального ремонта а/д Р-95 переустройство линий наружного освещения, кабельной, дождевой и ливневой канализации",2019-731446,120 957.73,http://www.icetrade.by/tenders/all/view/731446
BLR,25-я центральная районная поликлиника Московского района г.Минска,2019-07-23,выбор инженерной организации,2019-731445,0,http://www.icetrade.by/tenders/all/view/731445
BLR,"Государственное предприятие ""Гомельское областное УКС""",2019-07-29,Погрузчик универсальный,2019-731444,108 810.71,http://www.icetrade.by/tenders/all/view/731444
BLR,"РУП ""МИНСКЭНЕРГО""",2019-07-23,"Компенсаторы сальниковые ДУ250, ДУ300, ДУ700, ДУ1000",2019-731337,70 303.94,http://www.icetrade.by/tenders/all/view/731337
BLR,"РУП ""Гродноавтодор""",2019-07-19,"Устройство наружных сетей электроснабжения, связи и канализации",2019-731443,3 380.46,http://www.icetrade.by/tenders/all/view/731443
BLR,"Государственное предприятие ""Управляющая компания холдинга ""Агропромышленный холдинг Управления делами Президента Республики Беларусь""",2019-08-02,закупка кормовых добавок для ОАО «Василишки»,2019-731442,0,http://www.icetrade.by/tenders/all/view/731442
BLR,"ОАО ""Преснаки""",2019-07-24,Семена гибридов рапса озимого,2019-731336,18 000,http://www.icetrade.by/tenders/all/view/731336
BLR,"Республиканское производственное унитарное предприятие ""Гомельоблгаз""",2019-07-19,Строительство сетей газоснабжения,2019-731441,25 532,http://www.icetrade.by/tenders/all/view/731441
BLR,"РУП ""Производственное объединение ""Белоруснефть""",2019-08-02,"Выбор подрядной организации для строительства объекта «Строительство автозаправочной станции в д. Сосенка, Вилейского района, Минской области»",2019-731335,2 783 153.44,http://www.icetrade.by/tenders/all/view/731335
BLR,ОАО «Климовичский ликеро-водочный завод»,2019-07-22,закупка работ по  монтажу пожарной сигнализации,2019-731119,41 176,http://www.icetrade.by/tenders/all/view/731119
BLR,Белгидромет,2019-07-18,Выбор подрядчика на выполнение текущего ремонта системы вентиляции на объекте Заказчика,2019-731440,8 000,http://www.icetrade.by/tenders/all/view/731440
BLR,"Открытое акционерное общество ""Мозырьпромстрой""",2019-07-22,Закупка поильной установки ПЭ-4  с электрообогревом,2019-731334,32 552,http://www.icetrade.by/tenders/all/view/731334
BLR,"КУП ""Могилевоблдорстрой""",2019-07-22,выбор  субподрядной организации на выполнение строительно-монтажных работ,2019-731117,13 601.42,http://www.icetrade.by/tenders/all/view/731117
BLR,"Республиканское производственное унитарное предприятие ""Гомельоблгаз""",2019-07-19,Строительство сетей газоснабжения,2019-731439,16 734,http://www.icetrade.by/tenders/all/view/731439
BLR,"ОАО ""Могилевдрев""",2019-08-12,Сушильные камеры,2019-731333,310 000,http://www.icetrade.by/tenders/all/view/731333
BLR,"УП ""Могилевский завод ветеринарных препаратов""",2019-07-24,Закупка субстанций для производства ветеринарных препаратов,2019-731116,99 000,http://www.icetrade.by/tenders/all/view/731116
BLR,"Государственное предприятие ""УКС города Гродно""",2019-08-13,"Услуги по проектированию объекта ""Реконструкция административного здания по ул. Лермонтова, 2 в г. Гродно с благоустройством прилегающей территории""",2019-730909,197 661.87,http://www.icetrade.by/tenders/all/view/730909
BLR,Лидское городское унитарное предприятие жилищно-коммунального хозяйства,2019-07-18,"выбор подрядной организации для выполнения проектных и изыскательских работ по объекту Лот №1 ""Капитальный ремонт с элементами модернизации жилого дома 1 по проспекту Победы в г.Лида""",2019-731438,13 144,http://www.icetrade.by/tenders/all/view/731438
BLR,"Государственное предприятие ""Браслав-коммунальник""",2019-07-19,"Выбор подрядной организации на оказание услуг по осуществлению технического надзора по капитальному ремонту с модернизацией участка ул.Советской и ул.Дзержинского в г.Браслав""",2019-731332,9 664,http://www.icetrade.by/tenders/all/view/731332
BLR,"ОАО ""Могилевхимволокно""",2019-07-17,"транспортные, транспортно-экспедиционные услуги",2019-731115,0,http://www.icetrade.by/tenders/all/view/731115
BLR,"Филиал ""Минская городская телефонная сеть"" РУП ""Белтелеком""",2019-07-25,Выполнение СМР,2019-730908,1 031 126,http://www.icetrade.by/tenders/all/view/730908
BLR,Гомельская таможня,2019-08-01,"Разработка предпроектной (предынвестиционной) документации по объекту ""Установка стационарного инспекционно-досмотрового комплекса в АПП ""Новая Гута""""",2019-731437,30 340,http://www.icetrade.by/tenders/all/view/731437
BLR,"Коммунальное производственное унитарное предприятие ""Гомельоблтеплосеть""",2019-07-18,закупка кабельной продукции для строительства объекта: «Модернизация котельной 18-й квартал в г.Добруше».,2019-731331,11 000,http://www.icetrade.by/tenders/all/view/731331
BLR,ОАО «СветлогорскХимволокно»,2019-08-02,"Вкладыши полиэтиленовые прозрачные, бутылочного типа (суспендированные) длина 1 250 мм, ширина 2 400 мм, толщина 0,113 мм",2019-731329,213 000,http://www.icetrade.by/tenders/all/view/731329
BLR,РЕСПУБЛИКАНСКИЙ ГОСПИТАЛЬ МВД,2019-07-17,Моющие средства для моечно-дезинфекционной машины,2019-731114,0,http://www.icetrade.by/tenders/all/view/731114
BLR,"ОАО ""Волковысский мясокомбинат""",2019-07-22,Закупка услуг по предоставлению лицензий на право использования программного обеспечения,2019-730907,0,http://www.icetrade.by/tenders/all/view/730907
BLR,"ОАО ""Беларуськалий""",2019-07-17,Закупка ремней поликлиновых к двигателям DEUTZ,2019-730700,1,http://www.icetrade.by/tenders/all/view/730700
BLR,"РУП ""Производственное объединение ""Белоруснефть""",2019-07-18,Max Oil Wota Soft TM марки Е или аналог (повторно),2019-731436,826 200,http://www.icetrade.by/tenders/all/view/731436
BLR,"филиал ""Солигорский хлебозавод"" ОАО ""Борисовхлебпром""",2019-07-26,закупка муки хлебопекарной,2019-731328,257 055.70,http://www.icetrade.by/tenders/all/view/731328
BLR,"ОАО ""Берестовицкая птицефабрика""",2019-07-30,Закупка сырья для производства комбикорма,2019-731113,0,http://www.icetrade.by/tenders/all/view/731113
BLR,"Учреждение здравоохранения ""Речицкая центральная районная больница""",2019-07-21,Расходные материалы для стоматологии на II полугодие 2019 (зубопр.отд),2019-730906,0,http://www.icetrade.by/tenders/all/view/730906
BLR,"ОАО ""ЗАПАДЭЛЕКТРОСЕТЬСТРОЙ""",2019-07-16,Железобетонные изделия и конструкции,2019-730699,223 000,http://www.icetrade.by/tenders/all/view/730699
BLR,"ОАО ""Строительный трест № 14""",2019-07-19,Закупка кабельной продукции,2019-731435,24 663,http://www.icetrade.by/tenders/all/view/731435
BLR,"РУП ""МИНСКЭНЕРГО""",2019-07-22,"Услуги по уборке служебных, бытовых и производственных помещений филиала ""Молодечненские электрические сети"" РУП ""Минскэнерго""",2019-731327,297 413.85,http://www.icetrade.by/tenders/all/view/731327
BLR,"Государственное предприятие ""Управляющая компания холдинга ""БЦК""",2019-07-24,"закупка вилочного погрузчика для филиала №7 ""Сморгоньсиликатобетон"" ОАО ""Красносельскстройматериалы""",2019-731112,130 000,http://www.icetrade.by/tenders/all/view/731112
BLR,"Хотимское УКП ""Жилкомхоз""",2019-08-09,"Лот№1 Капитальный ремонт жилого дома №52 по ул.Ленинской, г.п.Хотимск, Лот №2  Капитальный ремонт жилого дома №3 по ул.Калинина, г.п.Хотимск, Лот№3 Капитальный ремонт жилого дома №16 по ул.Чапаева, г.п.Хотимск",2019-730905,73 500,http://www.icetrade.by/tenders/all/view/730905
BLR,Департамент охраны Министерства внутренних дел Республики Беларусь,2019-07-16,Закупка форменной фурнитуры,2019-730496,27 945,http://www.icetrade.by/tenders/all/view/730496
BLR,"ОАО ""Мозырский НПЗ""",2019-07-16,закупка КИП,2019-730698,0,http://www.icetrade.by/tenders/all/view/730698
BLR,"РУП ""Производственное объединение ""Белоруснефть""",2019-07-29,Реклоузеры вакуумные автоматические для линий 6 кВ с двухсторонним питанием и телеметрией,2019-731434,903 210,http://www.icetrade.by/tenders/all/view/731434
BLR,РНПЦ эпидемиологии и микробиологии,2019-07-26,Кондиционеры (сплит-системы) (с установкой и наладкой),2019-731326,0,http://www.icetrade.by/tenders/all/view/731326
BLR,"ОАО ""Белшина""",2019-08-07,"Картриджи, тонер, запасные частия для картриджей и принтеров",2019-731111,90 000,http://www.icetrade.by/tenders/all/view/731111
RUS,Рыков Дмитрий Павлович,2019-07-26,Поставка перепускного клапана для трапов,2019-730904,2 661 372.58,http://www.icetrade.by/tenders/all/view/730904
BLR,Щучинское РУП ЖКХ,2019-08-12,"выполнение строительно-монтажных работ по объекту: ""Капитальный ремонт жилого дома № 7 по ул.Островского в г.Щучине""",2019-730495,519 330,http://www.icetrade.by/tenders/all/view/730495
BLR,Гродненская региональная таможня,2019-07-17,"Текущий ремонт кровли склада карского административно-производственного здания Карского, 53 в г.Гродно (инв.№01010225)",2019-730697,4 891,http://www.icetrade.by/tenders/all/view/730697
BLR,"Частное предприятие ""АФЕЛИНА инжиниринг""",2019-08-13,"Выбор подрядной организации для выполнения строительно-монтажных работ по объекту: «Капитальный ремонт внутриплощадочных сетей хозяйственно-бытовой канализации по ул. Ленина, 30»",2019-731432,367 976,http://www.icetrade.by/tenders/all/view/731432
BLR,"Государственное предприятие ""НПЦГ""",2019-07-25,Лабораторная мебель,2019-731325,36 000,http://www.icetrade.by/tenders/all/view/731325
BLR,"ОМТС РУП ""Могилевское отделение Белорусской железной дороги""",2019-08-02,Закупка устройств защиты,2019-731110,89 500,http://www.icetrade.by/tenders/all/view/731110
BLR,"Государственное предприятие ""Племзавод ""Россь""",2019-07-18,семена многолетних трав,2019-730903,24 680,http://www.icetrade.by/tenders/all/view/730903
BLR,"РУП ""БЕЛМЕДПРЕПАРАТЫ""",2019-07-16,Закупка химсырья,2019-730494,0,http://www.icetrade.by/tenders/all/view/730494
BLR,"ОАО ""Экран""",2019-07-29,"Текущий ремонт проездов и площадок ОАО ""Экран""",2019-730280,571 486,http://www.icetrade.by/tenders/all/view/730280
BLR,"ОАО ""Беларуськалий""",2019-07-16,Расходные и запасные части к комплексам робототехнической сварки,2019-730696,0,http://www.icetrade.by/tenders/all/view/730696
BLR,"УП ""ИЗДАТЕЛЬСТВО ""БЕЛОРУССКАЯ ЭНЦИКЛОПЕДИЯ ИМЕНИ ПЕТРУСЯ БРОВКИ""",2019-07-18,полиграфические услуги,2019-731431,0,http://www.icetrade.by/tenders/all/view/731431
BLR,Отдел по образованию Толочинского райисполкома,2019-07-18,Текущий ремонт в государственном учреждении дошкольного образования «Ясли – сад № 1 г.Толочина»,2019-731324,380 000,http://www.icetrade.by/tenders/all/view/731324
BLR,"РУП ""БЕЛМЕДПРЕПАРАТЫ""",2019-08-01,"закупка ""Цефазолина натриевая соль на 3-й квартал 2019""",2019-731109,225 497,http://www.icetrade.by/tenders/all/view/731109
BLR,РЕСПУБЛИКАНСКИЙ ГОСПИТАЛЬ МВД,2019-07-16,"Текущий ремонт по замене дверных блоков 2-го лечебного корпуса и механизмов запирания, уплотнителей оконных блоков 2- го и 3 - го лечебных корпусов",2019-730902,0,http://www.icetrade.by/tenders/all/view/730902
BLR,"ОАО ""Птицефабрика ""Дружба""",2019-07-18,"Оболочка, лотки",2019-730493,210 000,http://www.icetrade.by/tenders/all/view/730493
BLR,"ЧУП ""Вилейта""",2019-08-08,"выбор подрядной организации на выполнение строительных, специальных, монтажных, пусконаладочных работ по объекту строительства:  «Реконструкция здания закрытого учебно-тренировочного комплекса по пер. Дзержинского,15/1 в г. Гродно».  I пусковой комплекс",2019-730279,0,http://www.icetrade.by/tenders/all/view/730279
BLR,"ООО ""БурМонтаж""",2019-07-19,Аренда мини экскаватора с экипажем,2019-730695,0,http://www.icetrade.by/tenders/all/view/730695
BLR,Коммунальное жилищное ремонтно-эксплуатационное унитарное предприятие «Советское»,2019-07-18,"Штукатурка цементно-известковая М100, F50, Шпатлевка гипсовая финишная для внутренних работ, Шпатлевка цементная финишная для внутренних работ, Фуга для плитки белая, Краска ВД-АК, Краска масляная МА-15, Грунтовка бетоноконтакт, Грунт акриловый, Обои бумажные 0,53х10,05, Клей жидкие гвозди, Клей для плитки, Клей для обоев, Линолеум, Плинтус ПВХ, Соединитель для плинтуса, Заглушка, Уголок внутренний, Уголок наружный, Эмаль ПФ-115, Плитка керамическая половая, Дверной блок с наличником и коробкой, Смеситель для ванной, Смеситель для умывальника, Смеситель для мойки, Полотенцесушитель  диам. 25 мм 50 по центр. типа (М), Крепление для полотенцесушителя, Соединение хромированное угловое диам. 25 мм наружная резьба – диам. 25 мм накидная гайка, Труба металлопласт, Ниппель, Тройник, Фитинг металлопласт 25 – диам. 25 мм наружная резьба, Фитинг металлопласт 25 – диам. 25 мм внутренняя резьба, Труба металлопласт 16, Клипса металлопласт 16, Кран для стиральной машины угловой диам. 15-20, Уголок с креплением к стене фитинг металлопласт 16 – диам. 15 мм внутренняя резьба, Унитаз “Компакт” с прямым выпуском, Умывальник с пьедесталом, Сифон для мойки, Сифон для ванной, Сифон для умывальника, Гофра для унитаза, Шланг для смывного бачка, 1 м (гайка-штуцер), Шланг для смесителя 60 см, Труба ПВХ 50 1м, Тройник ПВХ 50 90 градусов, Тройник ПВХ 50 45 градусов, Муфта ПВХ 50, Отвод ПВХ 50 90 градусов, Отвод ПВХ 50 45 градусов, Манжета 50-20, Крепление труб КТР 50, Муфта комбинированная ПП диам. 20 мм – диам. 15 наружная резьба, Муфта соединительная ПП диам. 20 мм, Блок с розеткой и выключателем трехклавишным для скрытой установки",2019-731430,6 191.19,http://www.icetrade.by/tenders/all/view/731430
BLR,"ОАО ""СМТ №19""",2019-08-01,"Детские развивающие игрушки из бумаги, картона и прочих материалов (печатные издания)",2019-731323,1,http://www.icetrade.by/tenders/all/view/731323
BLR,"ОАО ""Гроднопромстрой""",2019-08-13,Металлические нары,2019-731108,50 000,http://www.icetrade.by/tenders/all/view/731108
BLR,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",2019-07-17,Сверлильные головки 055.5000.000,2019-730901,73 000,http://www.icetrade.by/tenders/all/view/730901
BLR,"ОАО ""Нефтезаводмонтаж"", г. Новополоцк",2019-07-16,затвор обратный с концами под приварку для Белорусской АЭС,2019-730492,1,http://www.icetrade.by/tenders/all/view/730492
BLR,"РУП ""Брестэнерго""",2019-08-12,Разработка проектно-сметной документации архитектурного и строительного проектов,2019-730278,1 294 869.70,http://www.icetrade.by/tenders/all/view/730278
BLR,"ОАО ""БЕЛГОРХИМПРОМ""",2019-07-17,Закупка ПВЭМ (компьютер) для проектирования,2019-730050,46 500,http://www.icetrade.by/tenders/all/view/730050
BLR,"ОАО ""Банк развития Республики Беларусь""",2019-07-24,Закупка коммутаторов,2019-730694,0,http://www.icetrade.by/tenders/all/view/730694
BLR,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",2019-07-19,Обогрев кровли промышленных предприятий,2019-731429,23 882.52,http://www.icetrade.by/tenders/all/view/731429
BLR,Вежновец Алеся Васильевна,2019-07-18,Закупка пленки целлюлозной,2019-731322,55 000,http://www.icetrade.by/tenders/all/view/731322
BLR,"ОАО ""Беларуськалий""",2019-07-17,Ремонт футеровочного резинового покрытия танк-контейнеров для транспортировки соляной кислоты 4РУ в 2019 году,2019-731107,0,http://www.icetrade.by/tenders/all/view/731107
BLR,"Филиал ""Минская городская телефонная сеть"" РУП ""Белтелеком""",2019-07-25,Выполнение СМР,2019-730900,598 431,http://www.icetrade.by/tenders/all/view/730900
BLR,"СП ОАО ""Спартак""",2019-07-17,Закупка пюре плодово-ягодного (полуфабрикат),2019-730491,54 230,http://www.icetrade.by/tenders/all/view/730491
BLR,"Унитарное городское предприятие ""Трест ""Гродногорстрой""",2019-07-15,закупка электроматериалов,2019-730277,16 306.25,http://www.icetrade.by/tenders/all/view/730277
BLR,"Открытое акционерное общество ""Рогачевский молочноконсервный комбинат""",2019-07-15,закупка  координатно расточного станка,2019-730049,0,http://www.icetrade.by/tenders/all/view/730049
BLR,Войсковая часть 63755,2019-07-15,Закупка фанеры,2019-730693,4 000,http://www.icetrade.by/tenders/all/view/730693
BLR,"РУП ""Производственное объединение ""Белоруснефть""",2019-07-31,"Выбор подрядной организации для строительства объекта «Реконструкция многотопливной автозаправочной станции № 27, расположенной по адресу: Брестская область, Ивацевичский район, Р-2, 144-й км, 2»",2019-730692,2 111 140,http://www.icetrade.by/tenders/all/view/730692
BLR,"Государственное предприятие ""Жилищное коммунальное хозяйство Заводского района г. Минска""",2019-07-18,Выбор подрядной организации на выполнение текущего ремонта в свободных (освободившихся) жилых помещениях коммерческого использования в 2019 году,2019-731428,88 653,http://www.icetrade.by/tenders/all/view/731428
BLR,"ООО ""Термотехстрой""",2019-07-22,выбор подрядной организации по наружным сетям водопровода и канализации,2019-731321,1,http://www.icetrade.by/tenders/all/view/731321
BLR,"ИООО ""ЛУКОЙЛ Белоруссия""",2019-08-12,"Поставка сетевого оборудования для ИООО ""ЛУКОЙЛ Белоруссия"" в 2019 году.",2019-731106,0,http://www.icetrade.by/tenders/all/view/731106
BLR,"ОАО ""Жабинковский сахарный завод""",2019-07-15,Закупка гофрокороба,2019-730899,3 500,http://www.icetrade.by/tenders/all/view/730899
BLR,"ОАО ""Волковысский мясокомбинат""",2019-07-22,Закупка емкостей полипропиленовых,2019-730490,0,http://www.icetrade.by/tenders/all/view/730490
BLR,"СП ОАО ""Брестгазоаппарат""",2019-07-22,Ремонт общежития с заменой оконных блоков,2019-730276,59 740.47,http://www.icetrade.by/tenders/all/view/730276
BLR,"ОАО ""Лакокраска"" г.Лида",2019-07-16,Закупка  углерода технического (сажи) Special Black-4  или аналога,2019-730048,0,http://www.icetrade.by/tenders/all/view/730048
BLR,"РУП ""БЕЛМЕДПРЕПАРАТЫ""",2019-07-15,"Закупка ноутбука 13.3""",2019-729814,0,http://www.icetrade.by/tenders/all/view/729814
BLR,"Государственное предприятие ""УКС Лепельского района""",2019-07-17,"выбор проектной организации  на внесение изменений в проектно-сметную документацию (отделка квартир) по объекту «40-квартирный жилой дом по ул. Советская, 38В в г. Лепеле» (с последующими согласованиями и проведением государственной экспертизы проекта)",2019-730691,1 920,http://www.icetrade.by/tenders/all/view/730691
BLR,"ОАО ""Техника связи""",2019-07-17,Сборочные комплекты радиостанций,2019-731427,47 000,http://www.icetrade.by/tenders/all/view/731427
BLR,"ОАО ""МТЗ""",2019-07-22,Закупка дисков,2019-731320,2 200 000,http://www.icetrade.by/tenders/all/view/731320
BLR,"Государственное предприятие ""НПЦ многофункциональных беспилотных комплексов"" Национальной академии наук Беларуси",2019-08-02,Оболочка для беспилотного дирижабля с баллонетом,2019-731105,40 000,http://www.icetrade.by/tenders/all/view/731105
BLR,Государственное предприятие «Щучинская МПМК-167»,2019-07-17,Закупка «Подвесной потолок типа «Armstrong» с системой каркаса»,2019-730898,6 337.20,http://www.icetrade.by/tenders/all/view/730898
BLR,"ОАО ""АСБ Беларусбанк""",2019-07-17,Закупка работ по перемещению обменного пункта №8 ЦБУ №529 ОАО «АСБ Беларусбанк»,2019-730489,15 000,http://www.icetrade.by/tenders/all/view/730489
BLR,"ОАО ""Гродно Азот""",2019-07-31,"Закупка бумажных цилиндрических патронов размером 300×94,3×6,7мм",2019-730275,0,http://www.icetrade.by/tenders/all/view/730275
BLR,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",2019-07-19,Печатающая головка согласно техническому заданию,2019-730047,12 904,http://www.icetrade.by/tenders/all/view/730047
BLR,"ОАО ""Гродно Азот""",2019-07-15,Закупка концевой муфты с фарфоровым изолятором для кабеля с бумажной изоляцией тип АСБ 1х70,2019-729813,0,http://www.icetrade.by/tenders/all/view/729813
BLR,"ОАО ""БЕЛСЕЛЬЭЛЕКТРОСЕТЬСТРОЙ""",2019-07-15,"Выбор организации на приобретение программного обеспечения по объекту: Монтаж телеуправления в ТП №52,ТП№730, ТП№80, КРУН-1-""Никольцы"" в Мядельском районе, Минской области""",2019-729810,39 000,http://www.icetrade.by/tenders/all/view/729810
BLR,"КУПП ""Боровка""",2019-07-23,"Разноименные товары по объекту:""Оптимизация схемы насосного оборудования,установленного на котельной ""Центральная"" г.Лепель""",2019-730690,43 769.28,http://www.icetrade.by/tenders/all/view/730690
BLR,"ОАО ""Черлена""",2019-07-19,Услуги по ремонту свеклоуборочной техники,2019-731426,2,http://www.icetrade.by/tenders/all/view/731426
BLR,"Государственное предприятие ""УКС Глубокского района""",2019-08-19,"разработка проектно-сметной документации многоквартирного жилого дома с системой отопления и горячего водоснабжения на основе использования электроэнергии по объекту:  «24-х квартирный жилой дом в г. Глубокое, ул. Ленина, 133А»",2019-731319,102 377,http://www.icetrade.by/tenders/all/view/731319
BLR,"ГУПП ""Берёзовское ЖКХ""",2019-07-19,"Бытовые котлы по объектам: «Автоматизация и диспетчеризация на котельной № 1, 2, 9, 15, 16, 30 Березовского района»",2019-731104,26 310,http://www.icetrade.by/tenders/all/view/731104
BLR,"ОАО ""2566 завод по ремонту радиоэлектронного вооружения""",2019-07-17,Закупка электротехнической продукции,2019-730897,0,http://www.icetrade.by/tenders/all/view/730897
BLR,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",2019-07-15,Закупка электронного блока,2019-730488,35 950,http://www.icetrade.by/tenders/all/view/730488
BLR,"ОАО ""АСБ Беларусбанк""",2019-07-22,ремонт,2019-730487,2 420,http://www.icetrade.by/tenders/all/view/730487
BLR,"ОАО ""Бобруйский завод КПД""",2019-07-15,"Пленка подкровельная на объект ""Инфраструктура в г. Любань. Пусковой комплекс 1. Жилое здание №2""",2019-730274,3 200,http://www.icetrade.by/tenders/all/view/730274
BLR,"УП ""Барановичское отделение Белорусской железной дороги"" ОМТС",2019-07-29,Работы по выполнению ремонта пассажирского вагона специально-технического назначения,2019-730046,0,http://www.icetrade.by/tenders/all/view/730046
BLR,"Хотимское УКП ""Жилкомхоз""",2019-08-02,Капитальный ремонт улицы Пролетарской в г.п.Хотимск,2019-729453,182 405,http://www.icetrade.by/tenders/all/view/729453
BLR,"УП ""Гроднооблгаз""",2019-07-16,"Ограждения типа ""3D"".",2019-729809,50 000,http://www.icetrade.by/tenders/all/view/729809
BLR,"ОАО ""МИНСКИЙ ДОМОСТРОИТЕЛЬНЫЙ КОМБИНАТ""",2019-07-17,Закупка теплосчетчиков для комплектации объекта «Многоквартирный жилой дом со встроенно-пристроенными объектами торгово-общественного назначения по ул. Купревича»,2019-730689,54 000,http://www.icetrade.by/tenders/all/view/730689
BLR,"УП ""Надежный дом""",2019-07-19,ЗАМЕНА  ПАССАЖИРСКОГО ЛИФТА  НА ГРУЗОПАССАЖИРСКИЙ,2019-731425,68 294,http://www.icetrade.by/tenders/all/view/731425
BLR,"ОАО ""АГРОКОМБИНАТ ""ДЗЕРЖИНСКИЙ""",2019-08-02,Закупка  комплекта конструкций металлических одноэтажного бескранового  каркаса здания с  монтажом на объекте Заказчика,2019-731318,1 388 937,http://www.icetrade.by/tenders/all/view/731318
BLR,"ОАО ""Могилевлифтмаш""",2019-08-12,Автоматизированный штамповочный комплекс усилием 250 т.с. Условный код закупки ОГТ 20-2019.,2019-731102,800 000,http://www.icetrade.by/tenders/all/view/731102
BLR,"ОАО ""ДСТ № 3""",2019-07-17,"Электротехничские изделия (светильники, блоки питания, светодиодный профиль)",2019-730896,184 521.21,http://www.icetrade.by/tenders/all/view/730896
BLR,"ОАО ""БЗМП""",2019-07-25,Прополис,2019-730486,0,http://www.icetrade.by/tenders/all/view/730486
BLR,БГТУ,2019-07-18,"Выбор подрядной организации на выполнение строительно-монтажных и пуско-наладочных работ по объекту «Модернизация системы пожарной сигнализации в общежитии №3 по ул. Свердлова,36 в г. Минске».",2019-730485,52 799,http://www.icetrade.by/tenders/all/view/730485
BLR,"ОАО ""ЦБК-Консалт""",2019-07-16,Пасты пигментные для производства бумажных и виниловых обоев,2019-730273,0,http://www.icetrade.by/tenders/all/view/730273
BLR,"Государственное предприятие ""Жилищное коммунальное хозяйство Первомайского района г.Минска""",2019-07-24,"выполнение работ текущему ремонту отмостки в жилых домах (по лотам №№1,2)",2019-730045,25 948,http://www.icetrade.by/tenders/all/view/730045
BLR,"ООО ""Маннол Вайсрусленд""",2019-07-19,Закупка электрических тележек с дополнительным аккумулятором,2019-729452,0,http://www.icetrade.by/tenders/all/view/729452
BLR,"ОАО ""Березовский мясоконсервный комбинат""",2019-07-29,Закупка мяса сухопутной птицы механической обвалки замороженного,2019-729807,0,http://www.icetrade.by/tenders/all/view/729807
BLR,"ОАО ""СТРОЙТРЕСТ №4""",2019-07-18,Переговоры по выбору поставщика плитки керамогранитной для объекта «Здание судов Первомайского и Советского районов г. Минска по ул. Ф. Скорины (корректировка проекта «Здание суда Первомайского района г. Минска по ул. Ф.Скорины»)».,2019-730688,205 859.61,http://www.icetrade.by/tenders/all/view/730688
BLR,"Государственное предприятие ""УКС Мозырского района""",2019-08-12,Выбор генподрядной организации для выполнения строительно-монтажных работ,2019-731424,4 570 058,http://www.icetrade.by/tenders/all/view/731424
BLR,"КУП ""Молодечноводоканал""",2019-07-23,выбор подрядной организации для выполнения работ по объекту «Капитальный ремонт артезианской скважины №46645/92 и сетей водоснабжения в аг. Засковичи Молодечненского района»,2019-731317,42 969.79,http://www.icetrade.by/tenders/all/view/731317
BLR,"Открытое акционерное общество ""Птицефабрика ""Рассвет""",2019-07-23,Дезинфицирующие средства,2019-731101,0,http://www.icetrade.by/tenders/all/view/731101
BLR,"РУП ""Белтелеком"" Гродненский филиал",2019-07-29,Закупка оборудования связи,2019-730895,40 156,http://www.icetrade.by/tenders/all/view/730895
BLR,"ОАО ""Торгово-логистический центр ""Озерцо-логистик""",2019-07-23,поставка и установка 2-х автомобильных весов,2019-729014,80 000,http://www.icetrade.by/tenders/all/view/729014
BLR,"ОАО ""АСБ Беларусбанк""",2019-07-22,строительно-монтажные работы,2019-730484,4 567,http://www.icetrade.by/tenders/all/view/730484
BLR,"ОАО ""Минский часовой завод""",2019-07-19,«Лазерный волоконно-оптический гравер»,2019-730272,0,http://www.icetrade.by/tenders/all/view/730272
BLR,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",2019-07-18,Закупка никеля марки Н-1,2019-730044,147 314 966.30,http://www.icetrade.by/tenders/all/view/730044
BLR,"КЖУП ""Гомельский райжилкомхоз""",2019-07-16,Закупка кранов шаровых для объекта строительства «Модернизация тепловых сетей с применением ПИ-труб в п. Зябровка Гомельского района»,2019-729450,2 050,http://www.icetrade.by/tenders/all/view/729450
BLR,"Государственное предприятие ""Управляющая компания холдинга ""БЦК""",2019-07-30,"Закупка паковки для бандажа валка роллер-пресса для ОАО ""Белорусский цементный завод""",2019-729806,80 000,http://www.icetrade.by/tenders/all/view/729806
BLR,Бобруйское государственное предприятие по обслуживанию жилищного фонда Первомайского района,2019-07-15,Закупка строительных материалов для выполнения работ по текущему ремонту жилищного фонда БУКДПОЖФ Первомайского района,2019-730687,20 700,http://www.icetrade.by/tenders/all/view/730687
BLR,"Государственное предприятие ""Миноблмясомолпром"" - управляющая компания холдинга ""Мясомолпром""",2019-07-30,"""Моющие и дезинфицирующие средства""",2019-731423,0,http://www.icetrade.by/tenders/all/view/731423
BLR,ОАО «Небанковская кредитно-финансовая организация «Белинкасгрупп»,2019-07-22,"Закупка материалов, оборудования и инструментов для монтажа локальной вычислительной сети.",2019-731316,0,http://www.icetrade.by/tenders/all/view/731316
BLR,"ОАО ""Пинский винодельческий завод""",2019-07-17,Закупка колпачка алюминиевого с перфорацией (золото),2019-731100,45 000,http://www.icetrade.by/tenders/all/view/731100
BLR,"ОАО ""СМТ №19""",2019-07-25,Постельное белье и спецодежда,2019-730894,2,http://www.icetrade.by/tenders/all/view/730894
